[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] registered 'demo_convoy' (Demo: Wreck the Convoy)
[Ess] Contract: loaded (1 contract(s) registered)
[Ess] v0.2.1 ready
[Ess] [roadlog] STARTED -- logging every 0.25s (F11 again to stop)
[Ess] [ROAD] 1  x=2638.71  y=-3.89  z=-1032.05  yaw=131.4
[Ess] [ROAD] 952  x=736.76  y=0.76  z=-907.48  yaw=148.4
[Ess] [ROAD] 953  x=741.10  y=0.60  z=-914.60  yaw=146.9
[Ess] [ROAD] 954  x=745.86  y=0.13  z=-921.86  yaw=142.9
[Ess] [ROAD] 955  x=751.22  y=-0.27  z=-928.54  yaw=134.5
[Ess] [ROAD] 956  x=757.11  y=-0.83  z=-934.61  yaw=133.7
[Ess] [ROAD] 957  x=763.05  y=-1.70  z=-940.41  yaw=133.8
[Ess] [ROAD] 958  x=768.84  y=-2.52  z=-946.29  yaw=140.1
[Ess] [ROAD] 959  x=773.97  y=-3.28  z=-952.28  yaw=142.1
[Ess] [ROAD] 960  x=778.14  y=-3.80  z=-957.38  yaw=142.0
[Ess] [ROAD] 961  x=781.37  y=-4.16  z=-961.30  yaw=135.7
[Ess] [ROAD] 962  x=785.01  y=-4.30  z=-964.56  yaw=120.8
[Ess] [ROAD] 963  x=789.41  y=-4.30  z=-967.37  yaw=117.7
[Ess] [ROAD] 964  x=794.45  y=-4.31  z=-970.14  yaw=117.2
[Ess] [ROAD] 965  x=800.32  y=-4.05  z=-972.97  yaw=111.3
[Ess] [ROAD] 966  x=806.84  y=-3.21  z=-975.52  yaw=106.5
[Ess] [ROAD] 967  x=814.16  y=-1.98  z=-977.53  yaw=99.6
[Ess] [ROAD] 968  x=821.60  y=-0.48  z=-979.00  yaw=95.3
[Ess] [ROAD] 969  x=829.07  y=0.99  z=-979.86  yaw=92.8
[Ess] [ROAD] 970  x=836.52  y=2.53  z=-980.26  yaw=87.9
[Ess] [ROAD] 971  x=843.84  y=4.12  z=-980.15  yaw=85.7
[Ess] [ROAD] 972  x=851.00  y=5.44  z=-979.77  yaw=86.9
[Ess] [ROAD] 973  x=858.08  y=6.64  z=-979.93  yaw=101.3
[Ess] [ROAD] 974  x=864.70  y=7.93  z=-981.20  yaw=111.5
[Ess] [ROAD] 975  x=871.14  y=8.64  z=-982.84  yaw=103.1
[Ess] [ROAD] 976  x=877.60  y=9.47  z=-984.34  yaw=97.6
[Ess] [ROAD] 977  x=884.12  y=10.22  z=-985.33  yaw=97.5
[Ess] [ROAD] 978  x=890.79  y=10.93  z=-986.27  yaw=97.7
[Ess] [ROAD] 979  x=897.47  y=11.58  z=-987.41  yaw=104.5
[Ess] [ROAD] 980  x=903.93  y=11.97  z=-988.94  yaw=103.9
[Ess] [ROAD] 981  x=910.23  y=12.37  z=-990.20  yaw=96.9
[Ess] [ROAD] 982  x=916.66  y=12.77  z=-991.09  yaw=96.0
[Ess] [ROAD] 983  x=923.31  y=12.96  z=-991.85  yaw=96.0
[Ess] [ROAD] 984  x=930.12  y=12.99  z=-992.56  yaw=96.0
[Ess] [ROAD] 985  x=936.94  y=12.98  z=-993.29  yaw=96.0
[Ess] [ROAD] 986  x=943.70  y=12.92  z=-994.02  yaw=96.0
[Ess] [ROAD] 987  x=950.36  y=12.82  z=-994.72  yaw=96.0
[Ess] [ROAD] 988  x=956.95  y=12.69  z=-995.45  yaw=97.5
[Ess] [ROAD] 989  x=963.44  y=12.56  z=-996.45  yaw=101.5
[Ess] [ROAD] 990  x=970.00  y=12.37  z=-997.66  yaw=101.6
[Ess] [ROAD] 991  x=976.90  y=12.13  z=-999.05  yaw=102.6
[Ess] [ROAD] 992  x=983.57  y=11.87  z=-1000.79  yaw=110.2
[Ess] [ROAD] 993  x=989.96  y=11.51  z=-1003.09  yaw=114.7
[Ess] [ROAD] 994  x=996.26  y=11.14  z=-1006.15  yaw=121.9
[Ess] [ROAD] 995  x=1002.37  y=10.75  z=-1009.74  yaw=122.6
[Ess] [ROAD] 996  x=1008.83  y=10.31  z=-1013.78  yaw=122.3
[Ess] [ROAD] 997  x=1015.90  y=9.77  z=-1018.03  yaw=119.2
[Ess] [ROAD] 998  x=1023.44  y=9.10  z=-1022.82  yaw=128.1
[Ess] [ROAD] 999  x=1031.01  y=8.46  z=-1028.49  yaw=126.6
[Ess] [ROAD] 1000  x=1039.22  y=7.74  z=-1034.45  yaw=125.0
[Ess] [ROAD] 1001  x=1047.71  y=7.08  z=-1040.47  yaw=125.1
[Ess] [ROAD] 1002  x=1056.26  y=6.62  z=-1046.50  yaw=125.1
[Ess] [ROAD] 1003  x=1064.86  y=6.27  z=-1052.58  yaw=125.2
[Ess] [ROAD] 1004  x=1073.36  y=6.24  z=-1058.56  yaw=125.0
[Ess] [ROAD] 1005  x=1081.63  y=6.24  z=-1064.16  yaw=122.1
[Ess] [ROAD] 1006  x=1090.44  y=6.26  z=-1069.93  yaw=126.9
[Ess] [ROAD] 1007  x=1098.07  y=6.26  z=-1076.01  yaw=134.8
[Ess] [ROAD] 1008  x=1105.43  y=6.23  z=-1082.99  yaw=135.4
[Ess] [ROAD] 1009  x=1112.46  y=6.20  z=-1090.22  yaw=140.5
[Ess] [ROAD] 1010  x=1118.57  y=6.24  z=-1098.13  yaw=148.9
[Ess] [ROAD] 1011  x=1123.85  y=6.22  z=-1106.39  yaw=149.5
[Ess] [ROAD] 1012  x=1128.99  y=6.29  z=-1114.96  yaw=149.9
[Ess] [ROAD] 1013  x=1133.80  y=6.28  z=-1123.94  yaw=157.4
[Ess] [ROAD] 1014  x=1137.82  y=6.26  z=-1133.27  yaw=160.2
[Ess] [ROAD] 1015  x=1140.94  y=6.27  z=-1142.87  yaw=170.9
[Ess] [ROAD] 1016  x=1142.49  y=6.26  z=-1152.37  yaw=176.6
[Ess] [ROAD] 1017  x=1143.33  y=6.27  z=-1162.33  yaw=177.2
[Ess] [ROAD] 1018  x=1143.86  y=6.28  z=-1172.72  yaw=177.9
[Ess] [ROAD] 1019  x=1144.19  y=6.30  z=-1183.14  yaw=179.9
[Ess] [ROAD] 1020  x=1144.19  y=6.26  z=-1193.52  yaw=-179.3
[Ess] [ROAD] 1021  x=1144.12  y=6.26  z=-1203.98  yaw=-178.7
[Ess] [ROAD] 1022  x=1143.58  y=6.23  z=-1214.19  yaw=-171.7
[Ess] [ROAD] 1023  x=1142.21  y=6.26  z=-1224.41  yaw=-170.7
[Ess] [ROAD] 1024  x=1140.74  y=6.29  z=-1234.65  yaw=-175.2
[Ess] [ROAD] 1025  x=1139.98  y=6.39  z=-1244.63  yaw=-178.9
[Ess] [ROAD] 1026  x=1139.66  y=6.49  z=-1254.70  yaw=-179.1
[Ess] [ROAD] 1027  x=1139.51  y=6.58  z=-1264.66  yaw=178.7
[Ess] [ROAD] 1028  x=1139.82  y=6.68  z=-1274.50  yaw=173.1
[Ess] [ROAD] 1029  x=1141.33  y=6.74  z=-1284.11  yaw=161.5
[Ess] [ROAD] 1030  x=1144.35  y=6.66  z=-1292.84  yaw=153.6
[Ess] [ROAD] 1031  x=1148.30  y=6.59  z=-1301.41  yaw=153.2
[Ess] [ROAD] 1032  x=1152.75  y=6.42  z=-1310.43  yaw=153.2
[Ess] [ROAD] 1033  x=1157.40  y=6.33  z=-1319.63  yaw=153.1
[Ess] [ROAD] 1034  x=1162.13  y=6.34  z=-1328.83  yaw=151.1
[Ess] [ROAD] 1035  x=1166.92  y=6.38  z=-1337.57  yaw=150.3
[Ess] [ROAD] 1036  x=1171.95  y=6.42  z=-1346.46  yaw=150.3
[Ess] [ROAD] 1037  x=1176.89  y=6.49  z=-1355.60  yaw=157.5
[Ess] [ROAD] 1038  x=1180.63  y=6.50  z=-1365.08  yaw=166.2
[Ess] [ROAD] 1039  x=1183.38  y=6.32  z=-1374.98  yaw=165.1
[Ess] [ROAD] 1040  x=1186.15  y=5.78  z=-1385.09  yaw=164.0
[Ess] [ROAD] 1041  x=1189.01  y=5.32  z=-1395.17  yaw=164.0
[Ess] [ROAD] 1042  x=1191.88  y=4.82  z=-1405.23  yaw=164.0
[Ess] [ROAD] 1043  x=1194.80  y=4.25  z=-1415.66  yaw=166.2
[Ess] [ROAD] 1044  x=1197.06  y=3.69  z=-1425.45  yaw=170.1
[Ess] [ROAD] 1045  x=1198.74  y=3.11  z=-1435.69  yaw=174.8
[Ess] [ROAD] 1046  x=1199.63  y=2.56  z=-1446.04  yaw=-179.9
[Ess] [ROAD] 1047  x=1199.96  y=2.02  z=-1456.55  yaw=177.8
[Ess] [ROAD] 1048  x=1200.34  y=1.46  z=-1466.96  yaw=177.5
[Ess] [ROAD] 1049  x=1200.79  y=1.13  z=-1477.45  yaw=177.5
[Ess] [ROAD] 1050  x=1201.21  y=0.82  z=-1487.97  yaw=177.5
[Ess] [ROAD] 1051  x=1201.62  y=0.66  z=-1498.43  yaw=177.5
[Ess] [ROAD] 1052  x=1202.08  y=0.63  z=-1508.94  yaw=177.5
[Ess] [ROAD] 1053  x=1202.55  y=0.64  z=-1518.88  yaw=177.5
[Ess] [ROAD] 1054  x=1202.99  y=0.79  z=-1529.40  yaw=177.6
[Ess] [ROAD] 1055  x=1203.43  y=0.94  z=-1539.97  yaw=177.6
[Ess] [ROAD] 1056  x=1203.85  y=1.37  z=-1550.40  yaw=178.1
[Ess] [ROAD] 1057  x=1203.98  y=2.07  z=-1560.96  yaw=-176.4
[Ess] [ROAD] 1058  x=1203.42  y=3.01  z=-1571.36  yaw=-176.8
[Ess] [ROAD] 1059  x=1202.90  y=3.87  z=-1581.27  yaw=-177.6
[Ess] [ROAD] 1060  x=1202.43  y=4.77  z=-1591.71  yaw=-177.6
[Ess] [ROAD] 1061  x=1201.96  y=5.64  z=-1602.18  yaw=-177.3
[Ess] [ROAD] 1062  x=1201.45  y=5.96  z=-1612.69  yaw=-175.5
[Ess] [ROAD] 1063  x=1200.70  y=5.95  z=-1622.58  yaw=-172.8
[Ess] [ROAD] 1064  x=1199.09  y=5.85  z=-1632.47  yaw=-162.6
[Ess] [ROAD] 1065  x=1196.33  y=5.68  z=-1642.32  yaw=-162.4
[Ess] [ROAD] 1066  x=1193.71  y=5.46  z=-1651.93  yaw=-168.5
[Ess] [ROAD] 1067  x=1191.40  y=5.16  z=-1661.52  yaw=-162.7
[Ess] [ROAD] 1068  x=1188.30  y=4.82  z=-1671.06  yaw=-157.8
[Ess] [ROAD] 1069  x=1185.17  y=4.49  z=-1680.28  yaw=-165.6
[Ess] [ROAD] 1070  x=1182.67  y=4.15  z=-1689.47  yaw=-166.7
[Ess] [ROAD] 1071  x=1180.38  y=3.68  z=-1698.87  yaw=-166.7
[Ess] [ROAD] 1072  x=1178.13  y=2.51  z=-1708.12  yaw=-166.6
[Ess] [ROAD] 1073  x=1176.14  y=1.22  z=-1717.38  yaw=-171.0
[Ess] [ROAD] 1074  x=1174.26  y=-0.95  z=-1726.69  yaw=-173.0
[Ess] [ROAD] 1075  x=1172.33  y=-3.97  z=-1736.05  yaw=-175.2
[Ess] [ROAD] 1076  x=1171.54  y=-6.60  z=-1745.25  yaw=167.1
[Ess] [ROAD] 1077  x=1171.60  y=-9.36  z=-1754.26  yaw=176.6
[Ess] [ROAD] 1078  x=1171.44  y=-11.67  z=-1762.35  yaw=-173.8
[Ess] [ROAD] 1079  x=1170.79  y=-13.64  z=-1770.28  yaw=-172.7
[Ess] [ROAD] 1080  x=1169.47  y=-15.39  z=-1777.98  yaw=-164.0
[Ess] [ROAD] 1081  x=1167.15  y=-17.18  z=-1785.07  yaw=-154.5
[Ess] [ROAD] 1082  x=1164.25  y=-18.75  z=-1792.23  yaw=-162.1
[Ess] [ROAD] 1083  x=1162.44  y=-18.42  z=-1798.98  yaw=-173.5
[Ess] [ROAD] 1084  x=1161.00  y=-18.54  z=-1805.83  yaw=177.1
[Ess] [ROAD] 1085  x=1160.17  y=-19.01  z=-1812.57  yaw=174.9
[Ess] [ROAD] 1086  x=1159.86  y=-20.08  z=-1819.56  yaw=162.9
[Ess] [ROAD] 1087  x=1160.87  y=-21.03  z=-1825.71  yaw=145.5
[Ess] [ROAD] 1088  x=1163.22  y=-21.96  z=-1831.03  yaw=148.0
[Ess] [ROAD] 1089  x=1165.84  y=-22.83  z=-1836.10  yaw=154.3
[Ess] [ROAD] 1090  x=1168.17  y=-23.63  z=-1841.18  yaw=158.4
[Ess] [ROAD] 1091  x=1170.08  y=-24.13  z=-1846.41  yaw=165.9
[Ess] [ROAD] 1092  x=1171.40  y=-24.45  z=-1851.67  yaw=170.5
[Ess] [ROAD] 1093  x=1172.26  y=-24.64  z=-1856.91  yaw=174.1
[Ess] [ROAD] 1094  x=1172.90  y=-24.65  z=-1862.09  yaw=174.4
[Ess] [ROAD] 1095  x=1173.40  y=-24.83  z=-1866.93  yaw=174.4
[Ess] [ROAD] 1096  x=1173.92  y=-25.09  z=-1872.04  yaw=174.5
[Ess] [ROAD] 1097  x=1174.23  y=-25.09  z=-1877.04  yaw=-178.1
[Ess] [ROAD] 1098  x=1173.91  y=-25.09  z=-1881.65  yaw=-168.3
[Ess] [ROAD] 1099  x=1173.03  y=-25.09  z=-1886.29  yaw=-162.8
[Ess] [ROAD] 1100  x=1171.67  y=-25.09  z=-1890.63  yaw=-156.5
[Ess] [ROAD] 1101  x=1169.74  y=-25.07  z=-1894.64  yaw=-143.9
[Ess] [ROAD] 1102  x=1167.22  y=-24.93  z=-1897.82  yaw=-126.1
[Ess] [ROAD] 1103  x=1164.26  y=-24.97  z=-1899.90  yaw=-107.6
[Ess] [ROAD] 1104  x=1161.19  y=-25.19  z=-1901.14  yaw=-100.4
[Ess] [ROAD] 1105  x=1157.73  y=-25.56  z=-1901.89  yaw=-98.0
[Ess] [ROAD] 1106  x=1153.72  y=-26.01  z=-1902.47  yaw=-97.9
[Ess] [ROAD] 1107  x=1149.24  y=-26.27  z=-1903.35  yaw=-104.3
[Ess] [ROAD] 1108  x=1144.18  y=-26.54  z=-1904.59  yaw=-106.0
[Ess] [ROAD] 1109  x=1138.70  y=-26.79  z=-1906.35  yaw=-112.6
[Ess] [ROAD] 1110  x=1132.86  y=-26.96  z=-1908.91  yaw=-120.4
[Ess] [ROAD] 1111  x=1127.32  y=-27.12  z=-1912.19  yaw=-128.5
[Ess] [ROAD] 1112  x=1122.03  y=-27.28  z=-1916.25  yaw=-131.5
[Ess] [ROAD] 1113  x=1116.69  y=-27.55  z=-1921.13  yaw=-136.8
[Ess] [ROAD] 1114  x=1111.35  y=-28.14  z=-1926.84  yaw=-143.2
[Ess] [ROAD] 1115  x=1106.27  y=-29.09  z=-1933.39  yaw=-147.5
[Ess] [ROAD] 1116  x=1101.47  y=-29.46  z=-1941.04  yaw=-152.1
[Ess] [ROAD] 1117  x=1097.14  y=-29.09  z=-1949.32  yaw=-157.3
[Ess] [ROAD] 1118  x=1093.42  y=-28.45  z=-1957.97  yaw=-159.2
[Ess] [ROAD] 1119  x=1090.11  y=-27.84  z=-1966.61  yaw=-162.0
[Ess] [ROAD] 1120  x=1087.36  y=-27.50  z=-1975.28  yaw=-164.8
[Ess] [ROAD] 1121  x=1084.54  y=-27.67  z=-1983.76  yaw=-154.5
[Ess] [ROAD] 1122  x=1080.79  y=-28.11  z=-1991.86  yaw=-150.8
[Ess] [ROAD] 1123  x=1076.09  y=-28.38  z=-1999.99  yaw=-143.5
[Ess] [ROAD] 1124  x=1070.06  y=-28.34  z=-2007.69  yaw=-131.4
[Ess] [ROAD] 1125  x=1062.74  y=-28.15  z=-2013.86  yaw=-120.2
[Ess] [ROAD] 1126  x=1054.27  y=-27.76  z=-2019.06  yaw=-117.1
[Ess] [ROAD] 1127  x=1045.07  y=-27.13  z=-2023.65  yaw=-110.9
[Ess] [ROAD] 1128  x=1035.37  y=-26.73  z=-2027.26  yaw=-103.6
[Ess] [ROAD] 1129  x=1025.40  y=-26.84  z=-2030.14  yaw=-99.4
[Ess] [ROAD] 1130  x=1014.99  y=-26.82  z=-2031.88  yaw=-94.5
[Ess] [ROAD] 1131  x=1004.71  y=-26.83  z=-2033.06  yaw=-96.7
[Ess] [ROAD] 1132  x=994.32  y=-26.83  z=-2034.27  yaw=-96.8
[Ess] [ROAD] 1133  x=983.68  y=-26.83  z=-2035.55  yaw=-97.5
[Ess] [ROAD] 1134  x=973.47  y=-26.83  z=-2037.10  yaw=-101.2
[Ess] [ROAD] 1135  x=963.25  y=-26.83  z=-2039.02  yaw=-101.3
[Ess] [ROAD] 1136  x=953.21  y=-26.83  z=-2041.04  yaw=-102.8
[Ess] [ROAD] 1137  x=943.55  y=-26.83  z=-2043.22  yaw=-103.6
[Ess] [ROAD] 1138  x=934.27  y=-26.82  z=-2045.43  yaw=-103.6
[Ess] [ROAD] 1139  x=926.18  y=-26.83  z=-2047.34  yaw=-100.8
[Ess] [ROAD] 1140  x=918.24  y=-26.90  z=-2048.73  yaw=-96.6
[Ess] [ROAD] 1141  x=910.20  y=-27.71  z=-2049.90  yaw=-96.1
[Ess] [ROAD] 1142  x=902.40  y=-28.62  z=-2050.85  yaw=-96.2
[Ess] [ROAD] 1143  x=894.46  y=-29.63  z=-2051.72  yaw=-96.2
[Ess] [ROAD] 1144  x=886.51  y=-30.60  z=-2052.58  yaw=-96.2
[Ess] [ROAD] 1145  x=878.73  y=-31.60  z=-2053.45  yaw=-97.5
[Ess] [ROAD] 1146  x=871.21  y=-32.54  z=-2054.83  yaw=-110.1
[Ess] [ROAD] 1147  x=864.59  y=-32.96  z=-2057.37  yaw=-122.1
[Ess] [ROAD] 1148  x=858.75  y=-32.93  z=-2061.15  yaw=-137.6
[Ess] [ROAD] 1149  x=854.58  y=-32.93  z=-2066.00  yaw=-158.7
[Ess] [ROAD] 1150  x=852.55  y=-32.93  z=-2071.46  yaw=-178.6
[Ess] [ROAD] 1151  x=851.96  y=-32.93  z=-2077.57  yaw=178.9
[Ess] [ROAD] 1152  x=851.91  y=-32.92  z=-2084.29  yaw=179.1
[Ess] [ROAD] 1153  x=851.98  y=-32.92  z=-2091.68  yaw=179.2
[Ess] [ROAD] 1154  x=852.08  y=-32.91  z=-2099.50  yaw=179.2
[Ess] [ROAD] 1155  x=852.20  y=-32.91  z=-2108.09  yaw=179.2
[Ess] [ROAD] 1156  x=852.32  y=-32.90  z=-2117.35  yaw=179.3
[Ess] [ROAD] 1157  x=852.44  y=-32.90  z=-2127.21  yaw=179.3
[Ess] [ROAD] 1158  x=852.58  y=-32.90  z=-2137.45  yaw=179.3
[Ess] [ROAD] 1159  x=852.70  y=-32.90  z=-2147.41  yaw=179.3
[Ess] [ROAD] 1160  x=852.82  y=-32.90  z=-2157.62  yaw=179.3
[Ess] [ROAD] 1161  x=852.95  y=-32.90  z=-2167.96  yaw=179.3
[Ess] [ROAD] 1162  x=853.07  y=-32.90  z=-2178.41  yaw=179.3
[Ess] [ROAD] 1163  x=853.19  y=-32.88  z=-2188.80  yaw=179.4
[Ess] [ROAD] 1164  x=853.31  y=-32.89  z=-2199.20  yaw=179.4
[Ess] [ROAD] 1165  x=853.42  y=-32.93  z=-2209.63  yaw=179.5
[Ess] [ROAD] 1166  x=853.33  y=-32.93  z=-2220.12  yaw=-176.3
[Ess] [ROAD] 1167  x=852.60  y=-32.92  z=-2230.55  yaw=-172.7
[Ess] [ROAD] 1168  x=851.28  y=-32.92  z=-2240.93  yaw=-170.3
[Ess] [ROAD] 1169  x=849.53  y=-32.92  z=-2251.20  yaw=-168.7
[Ess] [ROAD] 1170  x=847.58  y=-32.92  z=-2261.53  yaw=-170.4
[Ess] [ROAD] 1171  x=845.83  y=-32.92  z=-2271.82  yaw=-171.0
[Ess] [ROAD] 1172  x=844.14  y=-32.92  z=-2282.31  yaw=-171.0
[Ess] [ROAD] 1173  x=842.48  y=-32.92  z=-2292.70  yaw=-171.0
[Ess] [ROAD] 1174  x=840.84  y=-32.85  z=-2303.00  yaw=-171.0
[Ess] [ROAD] 1175  x=839.18  y=-33.00  z=-2313.46  yaw=-171.0
[Ess] [ROAD] 1176  x=837.53  y=-33.06  z=-2323.73  yaw=-170.1
[Ess] [ROAD] 1177  x=835.56  y=-33.11  z=-2334.09  yaw=-166.6
[Ess] [ROAD] 1178  x=833.18  y=-33.16  z=-2344.24  yaw=-166.5
[Ess] [ROAD] 1179  x=830.84  y=-33.21  z=-2354.48  yaw=-168.1
[Ess] [ROAD] 1180  x=828.64  y=-33.27  z=-2364.75  yaw=-168.1
[Ess] [ROAD] 1181  x=826.63  y=-33.32  z=-2375.00  yaw=-170.7
[Ess] [ROAD] 1182  x=824.87  y=-33.38  z=-2385.31  yaw=-170.8
[Ess] [ROAD] 1183  x=823.18  y=-33.31  z=-2395.67  yaw=-170.8
[Ess] [ROAD] 1184  x=821.54  y=-33.48  z=-2405.99  yaw=-172.7
[Ess] [ROAD] 1185  x=820.14  y=-33.54  z=-2416.46  yaw=-173.6
[Ess] [ROAD] 1186  x=819.05  y=-33.58  z=-2426.80  yaw=-176.1
[Ess] [ROAD] 1187  x=818.28  y=-33.62  z=-2437.43  yaw=-177.8
[Ess] [ROAD] 1188  x=817.85  y=-33.65  z=-2447.72  yaw=-178.6
[Ess] [ROAD] 1189  x=817.70  y=-33.69  z=-2458.19  yaw=178.3
[Ess] [ROAD] 1190  x=817.94  y=-33.71  z=-2468.68  yaw=177.7
[Ess] [ROAD] 1191  x=818.30  y=-33.74  z=-2478.61  yaw=177.8
[Ess] [ROAD] 1192  x=818.64  y=-33.76  z=-2489.03  yaw=179.5
[Ess] [ROAD] 1193  x=818.67  y=-33.70  z=-2499.53  yaw=-178.2
[Ess] [ROAD] 1194  x=818.43  y=-33.77  z=-2510.00  yaw=-176.8
[Ess] [ROAD] 1195  x=817.98  y=-33.79  z=-2520.50  yaw=-178.3
[Ess] [ROAD] 1196  x=817.66  y=-33.81  z=-2531.04  yaw=-178.9
[Ess] [ROAD] 1197  x=817.45  y=-33.82  z=-2541.43  yaw=-179.7
[Ess] [ROAD] 1198  x=817.46  y=-33.83  z=-2551.91  yaw=178.8
[Ess] [ROAD] 1199  x=817.73  y=-33.84  z=-2562.41  yaw=175.9
[Ess] [ROAD] 1200  x=818.52  y=-33.86  z=-2572.81  yaw=172.3
[Ess] [ROAD] 1201  x=819.84  y=-33.87  z=-2583.21  yaw=170.8
[Ess] [ROAD] 1202  x=821.41  y=-33.88  z=-2593.03  yaw=169.6
[Ess] [ROAD] 1203  x=823.36  y=-33.89  z=-2603.32  yaw=167.6
[Ess] [ROAD] 1204  x=825.74  y=-33.91  z=-2613.59  yaw=164.6
[Ess] [ROAD] 1205  x=828.56  y=-33.94  z=-2623.64  yaw=162.2
[Ess] [ROAD] 1206  x=831.83  y=-33.96  z=-2633.55  yaw=159.0
[Ess] [ROAD] 1207  x=835.66  y=-33.98  z=-2643.33  yaw=156.3
[Ess] [ROAD] 1208  x=839.90  y=-34.01  z=-2652.85  yaw=153.8
[Ess] [ROAD] 1209  x=844.44  y=-34.04  z=-2662.28  yaw=153.7
[Ess] [ROAD] 1210  x=849.12  y=-34.07  z=-2671.72  yaw=152.3
[Ess] [ROAD] 1211  x=853.96  y=-34.10  z=-2680.89  yaw=150.2
[Ess] [ROAD] 1212  x=859.15  y=-34.11  z=-2689.99  yaw=149.2
[Ess] [ROAD] 1213  x=864.46  y=-34.07  z=-2699.00  yaw=149.1
[Ess] [ROAD] 1214  x=869.88  y=-34.17  z=-2707.94  yaw=147.4
[Ess] [ROAD] 1215  x=875.50  y=-34.20  z=-2716.90  yaw=147.3
[Ess] [ROAD] 1216  x=881.10  y=-34.22  z=-2725.66  yaw=147.3
[Ess] [ROAD] 1217  x=886.79  y=-34.14  z=-2734.51  yaw=147.3
[Ess] [ROAD] 1218  x=892.45  y=-34.24  z=-2743.35  yaw=147.3
[Ess] [ROAD] 1219  x=898.23  y=-34.23  z=-2752.10  yaw=143.1
[Ess] [ROAD] 1220  x=904.52  y=-33.89  z=-2760.56  yaw=141.5
[Ess] [ROAD] 1221  x=911.09  y=-33.45  z=-2768.71  yaw=138.9
[Ess] [ROAD] 1222  x=917.97  y=-32.84  z=-2776.59  yaw=136.2
[Ess] [ROAD] 1223  x=925.19  y=-32.20  z=-2784.17  yaw=135.0
[Ess] [ROAD] 1224  x=932.57  y=-31.45  z=-2791.63  yaw=135.1
[Ess] [ROAD] 1225  x=939.97  y=-30.67  z=-2799.06  yaw=135.1
[Ess] [ROAD] 1226  x=947.39  y=-29.82  z=-2806.51  yaw=135.1
[Ess] [ROAD] 1227  x=954.80  y=-28.94  z=-2813.94  yaw=135.1
[Ess] [ROAD] 1228  x=962.19  y=-28.05  z=-2821.34  yaw=134.1
[Ess] [ROAD] 1229  x=969.93  y=-27.16  z=-2828.37  yaw=125.7
[Ess] [ROAD] 1230  x=978.52  y=-26.29  z=-2834.14  yaw=113.2
[Ess] [ROAD] 1231  x=987.91  y=-25.44  z=-2838.58  yaw=114.1
[Ess] [ROAD] 1232  x=997.11  y=-24.51  z=-2843.30  yaw=126.4
[Ess] [ROAD] 1233  x=1005.29  y=-23.74  z=-2849.25  yaw=133.3
[Ess] [ROAD] 1234  x=1012.91  y=-22.95  z=-2855.99  yaw=133.8
[Ess] [ROAD] 1235  x=1020.23  y=-22.25  z=-2863.31  yaw=140.4
[Ess] [ROAD] 1236  x=1026.76  y=-21.64  z=-2871.37  yaw=146.9
[Ess] [ROAD] 1237  x=1032.87  y=-21.18  z=-2879.87  yaw=142.5
[Ess] [ROAD] 1238  x=1039.27  y=-20.81  z=-2888.10  yaw=138.4
[Ess] [ROAD] 1239  x=1046.00  y=-20.87  z=-2896.03  yaw=132.7
[Ess] [ROAD] 1240  x=1053.57  y=-20.87  z=-2903.17  yaw=127.2
[Ess] [ROAD] 1241  x=1061.88  y=-20.63  z=-2909.54  yaw=124.1
[Ess] [ROAD] 1242  x=1070.50  y=-19.52  z=-2915.38  yaw=120.7
[Ess] [ROAD] 1243  x=1079.49  y=-18.19  z=-2920.73  yaw=117.1
[Ess] [ROAD] 1244  x=1088.77  y=-16.85  z=-2925.31  yaw=112.2
[Ess] [ROAD] 1245  x=1098.31  y=-15.82  z=-2929.04  yaw=104.7
[Ess] [ROAD] 1246  x=1108.15  y=-15.24  z=-2931.91  yaw=102.8
[Ess] [ROAD] 1247  x=1118.15  y=-14.80  z=-2934.52  yaw=107.5
[Ess] [ROAD] 1248  x=1128.07  y=-14.49  z=-2937.74  yaw=111.2
[Ess] [ROAD] 1249  x=1137.95  y=-14.29  z=-2941.27  yaw=108.9
[Ess] [ROAD] 1250  x=1147.87  y=-14.13  z=-2944.69  yaw=108.6
[Ess] [ROAD] 1251  x=1157.82  y=-13.98  z=-2947.92  yaw=106.1
[Ess] [ROAD] 1252  x=1167.88  y=-13.88  z=-2950.82  yaw=103.9
[Ess] [ROAD] 1253  x=1178.05  y=-13.90  z=-2953.41  yaw=103.4
[Ess] [ROAD] 1254  x=1188.24  y=-13.90  z=-2955.86  yaw=103.4
[Ess] [ROAD] 1255  x=1198.41  y=-13.93  z=-2958.29  yaw=103.4
[Ess] [ROAD] 1256  x=1208.62  y=-14.05  z=-2960.73  yaw=103.4
[Ess] [ROAD] 1257  x=1218.84  y=-14.20  z=-2963.16  yaw=103.4
[Ess] [ROAD] 1258  x=1229.08  y=-14.35  z=-2965.61  yaw=103.4
[Ess] [ROAD] 1259  x=1239.25  y=-14.50  z=-2967.88  yaw=99.3
[Ess] [ROAD] 1260  x=1249.54  y=-14.65  z=-2969.61  yaw=97.8
[Ess] [ROAD] 1261  x=1259.93  y=-14.83  z=-2971.11  yaw=97.9
