[Ess] Net: DISABLED (Ess.Net.OFF) -- no receiver hijack on NetEventCallback, no wire traffic
[Ess] Net: v0.2.1 ready (EV=5 SLOTS=5 HB=2)
[Ess] registered 'demo_convoy' (Demo: Wreck the Convoy)
[Ess] Contract: loaded (1 contract(s) registered)
[Ess] v0.2.1 ready
[Ess] [roadlog] STARTED -- logging every 0.25s (F11 again to stop)
[Ess] [ROAD] 1  x=2633.41  y=-3.86  z=-1019.60  yaw=131.9
[Ess] [ROAD] 955  x=-712.95  y=-15.47  z=652.05  yaw=-89.7
[Ess] [ROAD] 956  x=-722.94  y=-15.47  z=652.11  yaw=-89.7
[Ess] [ROAD] 957  x=-733.42  y=-15.47  z=652.17  yaw=-89.6
[Ess] [ROAD] 958  x=-743.87  y=-15.47  z=652.23  yaw=-89.6
[Ess] [ROAD] 959  x=-754.39  y=-15.47  z=652.30  yaw=-89.6
[Ess] [ROAD] 960  x=-764.90  y=-15.47  z=652.37  yaw=-89.6
[Ess] [ROAD] 961  x=-775.32  y=-15.47  z=652.44  yaw=-89.6
[Ess] [ROAD] 962  x=-785.91  y=-15.47  z=652.51  yaw=-89.6
[Ess] [ROAD] 963  x=-796.43  y=-15.47  z=652.59  yaw=-89.6
[Ess] [ROAD] 964  x=-806.80  y=-15.47  z=652.66  yaw=-89.6
[Ess] [ROAD] 965  x=-817.29  y=-15.47  z=652.74  yaw=-89.6
[Ess] [ROAD] 966  x=-827.85  y=-15.47  z=652.78  yaw=-91.7
[Ess] [ROAD] 967  x=-838.17  y=-15.47  z=652.25  yaw=-96.6
[Ess] [ROAD] 968  x=-848.57  y=-15.47  z=650.97  yaw=-101.9
[Ess] [ROAD] 969  x=-858.65  y=-15.47  z=648.52  yaw=-113.1
[Ess] [ROAD] 970  x=-867.88  y=-15.47  z=644.30  yaw=-126.6
[Ess] [ROAD] 971  x=-876.38  y=-15.47  z=638.46  yaw=-128.5
[Ess] [ROAD] 972  x=-884.63  y=-15.47  z=632.02  yaw=-130.6
[Ess] [ROAD] 973  x=-892.49  y=-15.47  z=625.14  yaw=-133.8
[Ess] [ROAD] 974  x=-900.11  y=-15.47  z=617.98  yaw=-133.8
[Ess] [ROAD] 975  x=-907.30  y=-15.47  z=611.12  yaw=-133.8
[Ess] [ROAD] 976  x=-914.80  y=-15.47  z=603.97  yaw=-132.6
[Ess] [ROAD] 977  x=-922.63  y=-15.47  z=597.00  yaw=-128.8
[Ess] [ROAD] 978  x=-930.88  y=-15.47  z=590.55  yaw=-122.7
[Ess] [ROAD] 979  x=-939.76  y=-15.47  z=585.19  yaw=-112.7
[Ess] [ROAD] 980  x=-949.31  y=-15.47  z=581.31  yaw=-102.9
[Ess] [ROAD] 981  x=-959.41  y=-15.47  z=579.26  yaw=-90.5
[Ess] [ROAD] 982  x=-969.67  y=-15.54  z=579.15  yaw=-82.8
[Ess] [ROAD] 983  x=-979.68  y=-16.18  z=579.96  yaw=-86.3
[Ess] [ROAD] 984  x=-989.74  y=-17.36  z=580.43  yaw=-90.5
[Ess] [ROAD] 985  x=-999.77  y=-18.87  z=580.47  yaw=-90.7
[Ess] [ROAD] 986  x=-1009.66  y=-20.67  z=580.22  yaw=-93.5
[Ess] [ROAD] 987  x=-1019.40  y=-22.79  z=579.82  yaw=-89.7
[Ess] [ROAD] 988  x=-1029.17  y=-25.35  z=579.85  yaw=-87.9
[Ess] [ROAD] 989  x=-1038.83  y=-27.63  z=579.92  yaw=-91.1
[Ess] [ROAD] 990  x=-1048.67  y=-29.51  z=579.79  yaw=-91.2
[Ess] [ROAD] 991  x=-1058.94  y=-31.14  z=579.59  yaw=-91.2
[Ess] [ROAD] 992  x=-1069.26  y=-32.44  z=579.38  yaw=-91.2
[Ess] [ROAD] 993  x=-1079.56  y=-33.29  z=579.17  yaw=-91.2
[Ess] [ROAD] 994  x=-1089.98  y=-33.44  z=578.96  yaw=-91.2
[Ess] [ROAD] 995  x=-1100.25  y=-33.29  z=578.76  yaw=-91.2
[Ess] [ROAD] 996  x=-1110.72  y=-33.27  z=578.60  yaw=-89.5
[Ess] [ROAD] 997  x=-1121.25  y=-33.34  z=578.68  yaw=-90.0
[Ess] [ROAD] 998  x=-1131.71  y=-33.33  z=578.64  yaw=-90.9
[Ess] [ROAD] 999  x=-1142.24  y=-33.33  z=578.50  yaw=-90.9
[Ess] [ROAD] 1000  x=-1152.83  y=-33.33  z=578.33  yaw=-90.9
[Ess] [ROAD] 1001  x=-1163.29  y=-33.33  z=578.17  yaw=-90.9
[Ess] [ROAD] 1002  x=-1173.81  y=-33.37  z=578.00  yaw=-90.9
[Ess] [ROAD] 1003  x=-1184.16  y=-33.45  z=577.73  yaw=-93.6
[Ess] [ROAD] 1004  x=-1194.02  y=-33.53  z=577.16  yaw=-94.2
[Ess] [ROAD] 1005  x=-1204.14  y=-33.63  z=576.38  yaw=-97.7
[Ess] [ROAD] 1006  x=-1212.87  y=-33.68  z=574.77  yaw=-116.3
[Ess] [ROAD] 1007  x=-1219.54  y=-33.73  z=571.45  yaw=-132.6
[Ess] [ROAD] 1008  x=-1224.95  y=-33.77  z=566.90  yaw=-138.8
[Ess] [ROAD] 1009  x=-1229.33  y=-33.80  z=561.94  yaw=-149.0
[Ess] [ROAD] 1010  x=-1231.80  y=-33.82  z=557.46  yaw=-166.2
[Ess] [ROAD] 1011  x=-1232.64  y=-33.84  z=553.25  yaw=173.5
[Ess] [ROAD] 1012  x=-1231.99  y=-33.84  z=549.24  yaw=150.4
[Ess] [ROAD] 1013  x=-1229.99  y=-33.84  z=545.43  yaw=141.8
[Ess] [ROAD] 1014  x=-1227.18  y=-33.75  z=541.50  yaw=141.8
[Ess] [ROAD] 1015  x=-1224.07  y=-33.67  z=537.36  yaw=140.6
[Ess] [ROAD] 1016  x=-1220.32  y=-33.33  z=533.05  yaw=135.2
[Ess] [ROAD] 1017  x=-1215.92  y=-32.96  z=528.48  yaw=135.0
[Ess] [ROAD] 1018  x=-1211.12  y=-32.49  z=523.45  yaw=140.3
[Ess] [ROAD] 1019  x=-1206.39  y=-31.90  z=517.48  yaw=148.1
[Ess] [ROAD] 1020  x=-1202.12  y=-31.24  z=510.65  yaw=152.7
[Ess] [ROAD] 1021  x=-1197.82  y=-30.47  z=502.99  yaw=150.5
[Ess] [ROAD] 1022  x=-1193.13  y=-29.60  z=494.72  yaw=150.4
[Ess] [ROAD] 1023  x=-1188.21  y=-28.66  z=486.05  yaw=150.5
[Ess] [ROAD] 1024  x=-1183.10  y=-27.66  z=477.03  yaw=150.5
[Ess] [ROAD] 1025  x=-1177.94  y=-26.72  z=467.88  yaw=151.2
[Ess] [ROAD] 1026  x=-1173.11  y=-25.77  z=458.66  yaw=154.9
[Ess] [ROAD] 1027  x=-1168.77  y=-24.76  z=449.22  yaw=160.2
[Ess] [ROAD] 1028  x=-1165.77  y=-23.93  z=439.44  yaw=174.0
[Ess] [ROAD] 1029  x=-1164.40  y=-23.35  z=429.59  yaw=176.8
[Ess] [ROAD] 1030  x=-1163.70  y=-23.20  z=419.80  yaw=178.4
[Ess] [ROAD] 1031  x=-1163.74  y=-23.22  z=410.04  yaw=-174.4
[Ess] [ROAD] 1032  x=-1164.55  y=-23.17  z=400.15  yaw=-173.3
[Ess] [ROAD] 1033  x=-1165.64  y=-23.05  z=390.02  yaw=-172.6
[Ess] [ROAD] 1034  x=-1166.93  y=-23.23  z=379.78  yaw=-170.1
[Ess] [ROAD] 1035  x=-1168.70  y=-23.29  z=369.53  yaw=-167.5
[Ess] [ROAD] 1036  x=-1170.83  y=-23.30  z=359.28  yaw=-168.8
[Ess] [ROAD] 1037  x=-1172.81  y=-23.31  z=349.35  yaw=-169.2
[Ess] [ROAD] 1038  x=-1174.79  y=-23.33  z=339.05  yaw=-169.2
[Ess] [ROAD] 1039  x=-1176.77  y=-23.34  z=328.76  yaw=-169.2
[Ess] [ROAD] 1040  x=-1178.74  y=-23.16  z=318.51  yaw=-169.2
[Ess] [ROAD] 1041  x=-1180.70  y=-23.39  z=308.22  yaw=-169.0
[Ess] [ROAD] 1042  x=-1182.80  y=-23.30  z=298.14  yaw=-166.4
[Ess] [ROAD] 1043  x=-1185.15  y=-23.38  z=288.41  yaw=-165.1
[Ess] [ROAD] 1044  x=-1187.46  y=-23.38  z=278.32  yaw=-170.9
[Ess] [ROAD] 1045  x=-1189.24  y=-23.39  z=268.02  yaw=-170.7
[Ess] [ROAD] 1046  x=-1191.37  y=-23.39  z=257.90  yaw=-163.2
[Ess] [ROAD] 1047  x=-1194.08  y=-23.39  z=247.93  yaw=-167.1
[Ess] [ROAD] 1048  x=-1196.16  y=-23.28  z=237.80  yaw=-172.2
[Ess] [ROAD] 1049  x=-1197.67  y=-22.77  z=227.81  yaw=-172.4
[Ess] [ROAD] 1050  x=-1199.01  y=-22.00  z=217.44  yaw=-173.7
[Ess] [ROAD] 1051  x=-1200.19  y=-21.13  z=207.05  yaw=-173.9
[Ess] [ROAD] 1052  x=-1201.24  y=-20.25  z=196.64  yaw=-175.2
[Ess] [ROAD] 1053  x=-1202.15  y=-19.57  z=186.25  yaw=-175.2
[Ess] [ROAD] 1054  x=-1202.89  y=-19.04  z=175.78  yaw=-179.3
[Ess] [ROAD] 1055  x=-1203.30  y=-19.13  z=165.37  yaw=178.9
[Ess] [ROAD] 1056  x=-1203.33  y=-19.11  z=154.94  yaw=179.2
[Ess] [ROAD] 1057  x=-1203.09  y=-19.11  z=144.46  yaw=176.2
[Ess] [ROAD] 1058  x=-1202.47  y=-19.11  z=134.01  yaw=175.7
[Ess] [ROAD] 1059  x=-1201.94  y=-19.11  z=123.52  yaw=179.8
[Ess] [ROAD] 1060  x=-1201.92  y=-19.11  z=113.10  yaw=-177.4
[Ess] [ROAD] 1061  x=-1202.39  y=-19.11  z=102.56  yaw=-175.7
[Ess] [ROAD] 1062  x=-1202.98  y=-19.11  z=92.13  yaw=-177.5
[Ess] [ROAD] 1063  x=-1203.46  y=-19.11  z=81.72  yaw=-178.1
[Ess] [ROAD] 1064  x=-1203.78  y=-19.11  z=71.27  yaw=-179.0
[Ess] [ROAD] 1065  x=-1203.90  y=-19.11  z=60.79  yaw=179.7
[Ess] [ROAD] 1066  x=-1203.89  y=-19.11  z=50.39  yaw=179.6
[Ess] [ROAD] 1067  x=-1203.68  y=-19.11  z=39.92  yaw=177.3
[Ess] [ROAD] 1068  x=-1203.25  y=-19.11  z=29.51  yaw=177.1
[Ess] [ROAD] 1069  x=-1202.74  y=-19.11  z=19.11  yaw=177.1
[Ess] [ROAD] 1070  x=-1202.22  y=-19.11  z=8.75  yaw=177.1
[Ess] [ROAD] 1071  x=-1201.72  y=-18.61  z=-1.17  yaw=176.9
[Ess] [ROAD] 1072  x=-1200.97  y=-17.62  z=-11.35  yaw=173.1
[Ess] [ROAD] 1073  x=-1199.84  y=-16.42  z=-21.53  yaw=172.7
[Ess] [ROAD] 1074  x=-1198.57  y=-15.09  z=-31.73  yaw=172.5
[Ess] [ROAD] 1075  x=-1197.05  y=-13.66  z=-42.01  yaw=169.3
[Ess] [ROAD] 1076  x=-1195.17  y=-12.26  z=-52.37  yaw=168.7
[Ess] [ROAD] 1077  x=-1192.91  y=-11.03  z=-62.36  yaw=161.0
[Ess] [ROAD] 1078  x=-1189.54  y=-9.80  z=-71.97  yaw=155.6
[Ess] [ROAD] 1079  x=-1185.45  y=-8.55  z=-81.43  yaw=155.3
[Ess] [ROAD] 1080  x=-1181.15  y=-7.29  z=-90.81  yaw=153.9
[Ess] [ROAD] 1081  x=-1176.68  y=-6.08  z=-99.78  yaw=151.5
[Ess] [ROAD] 1082  x=-1171.69  y=-4.86  z=-108.76  yaw=148.5
[Ess] [ROAD] 1083  x=-1166.33  y=-3.63  z=-117.66  yaw=148.2
[Ess] [ROAD] 1084  x=-1160.68  y=-2.42  z=-126.43  yaw=143.4
[Ess] [ROAD] 1085  x=-1154.55  y=-1.25  z=-134.82  yaw=141.1
[Ess] [ROAD] 1086  x=-1147.97  y=-0.12  z=-142.69  yaw=136.2
[Ess] [ROAD] 1087  x=-1141.58  y=0.91  z=-149.56  yaw=135.8
[Ess] [ROAD] 1088  x=-1135.95  y=1.92  z=-155.80  yaw=142.9
[Ess] [ROAD] 1089  x=-1131.31  y=2.75  z=-161.68  yaw=144.1
[Ess] [ROAD] 1090  x=-1127.32  y=3.40  z=-166.66  yaw=138.1
[Ess] [ROAD] 1091  x=-1123.24  y=3.99  z=-171.31  yaw=137.1
[Ess] [ROAD] 1092  x=-1119.18  y=4.51  z=-175.88  yaw=141.9
[Ess] [ROAD] 1093  x=-1115.73  y=4.95  z=-180.40  yaw=148.5
[Ess] [ROAD] 1094  x=-1113.63  y=5.24  z=-184.42  yaw=162.9
[Ess] [ROAD] 1095  x=-1112.64  y=5.44  z=-188.73  yaw=-175.8
[Ess] [ROAD] 1096  x=-1113.16  y=5.58  z=-193.05  yaw=-153.1
[Ess] [ROAD] 1097  x=-1115.28  y=5.58  z=-196.98  yaw=-131.4
[Ess] [ROAD] 1098  x=-1118.72  y=5.58  z=-200.04  yaw=-116.9
[Ess] [ROAD] 1099  x=-1123.08  y=5.76  z=-202.90  yaw=-123.7
[Ess] [ROAD] 1100  x=-1127.73  y=6.18  z=-206.19  yaw=-129.0
[Ess] [ROAD] 1101  x=-1132.62  y=6.83  z=-210.17  yaw=-133.4
[Ess] [ROAD] 1102  x=-1137.68  y=7.67  z=-214.92  yaw=-137.9
[Ess] [ROAD] 1103  x=-1142.71  y=8.74  z=-220.53  yaw=-144.5
[Ess] [ROAD] 1104  x=-1147.58  y=10.09  z=-227.14  yaw=-148.1
[Ess] [ROAD] 1105  x=-1152.27  y=11.80  z=-234.59  yaw=-151.3
[Ess] [ROAD] 1106  x=-1156.77  y=13.76  z=-242.66  yaw=-153.1
[Ess] [ROAD] 1107  x=-1161.34  y=15.87  z=-251.50  yaw=-152.9
[Ess] [ROAD] 1108  x=-1166.00  y=18.10  z=-260.74  yaw=-152.7
[Ess] [ROAD] 1109  x=-1170.73  y=20.55  z=-270.13  yaw=-152.8
[Ess] [ROAD] 1110  x=-1175.48  y=23.29  z=-279.30  yaw=-150.4
[Ess] [ROAD] 1111  x=-1180.67  y=26.41  z=-288.33  yaw=-148.9
[Ess] [ROAD] 1112  x=-1185.46  y=29.26  z=-296.12  yaw=-147.7
[Ess] [ROAD] 1113  x=-1190.14  y=31.84  z=-302.92  yaw=-141.5
[Ess] [ROAD] 1114  x=-1195.00  y=34.40  z=-309.51  yaw=-148.8
[Ess] [ROAD] 1115  x=-1199.02  y=36.82  z=-316.43  yaw=-158.7
[Ess] [ROAD] 1116  x=-1202.34  y=38.76  z=-323.54  yaw=-162.5
[Ess] [ROAD] 1117  x=-1205.00  y=40.52  z=-330.81  yaw=-163.6
[Ess] [ROAD] 1118  x=-1207.39  y=42.23  z=-338.48  yaw=-164.6
[Ess] [ROAD] 1119  x=-1209.29  y=43.81  z=-346.42  yaw=-173.5
[Ess] [ROAD] 1120  x=-1210.25  y=45.21  z=-354.39  yaw=179.7
[Ess] [ROAD] 1121  x=-1210.25  y=46.37  z=-362.25  yaw=173.6
[Ess] [ROAD] 1122  x=-1209.18  y=47.18  z=-370.19  yaw=160.0
[Ess] [ROAD] 1123  x=-1206.67  y=47.52  z=-377.35  yaw=149.6
[Ess] [ROAD] 1124  x=-1202.95  y=47.59  z=-384.37  yaw=149.0
[Ess] [ROAD] 1125  x=-1198.52  y=47.47  z=-391.63  yaw=143.9
[Ess] [ROAD] 1126  x=-1193.15  y=47.34  z=-398.28  yaw=128.2
[Ess] [ROAD] 1127  x=-1186.12  y=47.36  z=-403.25  yaw=105.9
[Ess] [ROAD] 1128  x=-1178.09  y=47.38  z=-405.85  yaw=98.5
[Ess] [ROAD] 1129  x=-1169.06  y=47.37  z=-407.24  yaw=93.0
[Ess] [ROAD] 1130  x=-1159.34  y=47.33  z=-407.60  yaw=84.3
[Ess] [ROAD] 1131  x=-1149.26  y=47.28  z=-406.55  yaw=78.7
[Ess] [ROAD] 1132  x=-1139.04  y=47.21  z=-404.72  yaw=78.8
[Ess] [ROAD] 1133  x=-1128.80  y=47.14  z=-402.73  yaw=78.8
[Ess] [ROAD] 1134  x=-1118.57  y=47.07  z=-400.73  yaw=79.4
[Ess] [ROAD] 1135  x=-1108.17  y=47.01  z=-398.95  yaw=82.9
[Ess] [ROAD] 1136  x=-1097.87  y=46.97  z=-397.68  yaw=85.3
[Ess] [ROAD] 1137  x=-1087.05  y=46.96  z=-396.78  yaw=86.9
[Ess] [ROAD] 1138  x=-1076.96  y=46.96  z=-396.09  yaw=84.9
[Ess] [ROAD] 1139  x=-1066.52  y=46.96  z=-395.19  yaw=84.5
[Ess] [ROAD] 1140  x=-1056.10  y=46.95  z=-394.21  yaw=84.6
[Ess] [ROAD] 1141  x=-1045.69  y=46.95  z=-393.13  yaw=81.4
[Ess] [ROAD] 1142  x=-1035.82  y=46.97  z=-391.69  yaw=80.3
[Ess] [ROAD] 1143  x=-1025.51  y=47.02  z=-389.99  yaw=80.3
[Ess] [ROAD] 1144  x=-1015.21  y=47.14  z=-388.19  yaw=78.1
[Ess] [ROAD] 1145  x=-1004.96  y=47.32  z=-386.04  yaw=76.8
[Ess] [ROAD] 1146  x=-994.79  y=47.52  z=-383.72  yaw=76.9
[Ess] [ROAD] 1147  x=-985.00  y=47.71  z=-381.44  yaw=76.9
[Ess] [ROAD] 1148  x=-974.84  y=47.91  z=-379.13  yaw=78.5
[Ess] [ROAD] 1149  x=-964.63  y=48.08  z=-377.09  yaw=80.3
[Ess] [ROAD] 1150  x=-954.30  y=48.20  z=-375.42  yaw=84.6
[Ess] [ROAD] 1151  x=-944.00  y=48.24  z=-374.49  yaw=86.7
[Ess] [ROAD] 1152  x=-933.60  y=48.19  z=-373.66  yaw=84.3
[Ess] [ROAD] 1153  x=-923.18  y=48.03  z=-372.75  yaw=87.2
[Ess] [ROAD] 1154  x=-912.72  y=47.79  z=-372.42  yaw=92.5
[Ess] [ROAD] 1155  x=-902.35  y=47.52  z=-372.85  yaw=95.2
[Ess] [ROAD] 1156  x=-891.74  y=47.25  z=-373.53  yaw=92.4
[Ess] [ROAD] 1157  x=-881.50  y=47.05  z=-374.07  yaw=94.7
[Ess] [ROAD] 1158  x=-871.12  y=46.94  z=-375.11  yaw=99.7
[Ess] [ROAD] 1159  x=-860.79  y=46.90  z=-376.89  yaw=103.0
[Ess] [ROAD] 1160  x=-850.61  y=46.91  z=-379.12  yaw=102.0
[Ess] [ROAD] 1161  x=-840.36  y=46.95  z=-381.26  yaw=100.9
[Ess] [ROAD] 1162  x=-830.15  y=47.00  z=-383.27  yaw=100.9
[Ess] [ROAD] 1163  x=-819.81  y=47.05  z=-385.28  yaw=101.0
[Ess] [ROAD] 1164  x=-809.59  y=47.08  z=-387.26  yaw=101.0
[Ess] [ROAD] 1165  x=-799.20  y=47.09  z=-389.27  yaw=101.0
[Ess] [ROAD] 1166  x=-789.05  y=47.08  z=-391.24  yaw=101.0
[Ess] [ROAD] 1167  x=-778.75  y=47.07  z=-393.24  yaw=101.0
[Ess] [ROAD] 1168  x=-768.49  y=47.05  z=-395.23  yaw=101.0
[Ess] [ROAD] 1169  x=-758.18  y=47.03  z=-397.23  yaw=101.0
[Ess] [ROAD] 1170  x=-747.91  y=47.01  z=-399.23  yaw=101.0
[Ess] [ROAD] 1171  x=-737.64  y=46.99  z=-401.23  yaw=101.0
[Ess] [ROAD] 1172  x=-727.22  y=46.97  z=-403.27  yaw=101.1
[Ess] [ROAD] 1173  x=-717.07  y=46.96  z=-405.25  yaw=101.0
[Ess] [ROAD] 1174  x=-707.25  y=46.96  z=-406.95  yaw=97.3
[Ess] [ROAD] 1175  x=-696.94  y=47.01  z=-408.36  yaw=97.0
[Ess] [ROAD] 1176  x=-686.57  y=47.42  z=-409.65  yaw=97.0
[Ess] [ROAD] 1177  x=-676.17  y=48.00  z=-410.69  yaw=92.2
[Ess] [ROAD] 1178  x=-665.71  y=48.69  z=-411.21  yaw=91.6
[Ess] [ROAD] 1179  x=-655.23  y=49.43  z=-411.44  yaw=88.7
[Ess] [ROAD] 1180  x=-644.94  y=50.17  z=-411.18  yaw=84.1
[Ess] [ROAD] 1181  x=-634.71  y=50.86  z=-409.98  yaw=77.4
[Ess] [ROAD] 1182  x=-624.80  y=51.42  z=-407.63  yaw=71.4
[Ess] [ROAD] 1183  x=-615.16  y=51.79  z=-404.58  yaw=71.1
[Ess] [ROAD] 1184  x=-605.73  y=51.95  z=-401.27  yaw=66.7
[Ess] [ROAD] 1185  x=-596.73  y=51.97  z=-397.25  yaw=61.3
[Ess] [ROAD] 1186  x=-588.31  y=51.91  z=-392.41  yaw=54.3
[Ess] [ROAD] 1187  x=-580.53  y=51.80  z=-386.77  yaw=48.0
[Ess] [ROAD] 1188  x=-573.63  y=51.68  z=-380.80  yaw=46.7
[Ess] [ROAD] 1189  x=-567.75  y=51.59  z=-375.37  yaw=46.7
[Ess] [ROAD] 1190  x=-561.88  y=51.54  z=-370.16  yaw=54.9
[Ess] [ROAD] 1191  x=-555.51  y=51.53  z=-366.21  yaw=74.1
[Ess] [ROAD] 1192  x=-548.67  y=51.53  z=-364.56  yaw=96.9
[Ess] [ROAD] 1193  x=-541.71  y=51.53  z=-365.40  yaw=114.5
[Ess] [ROAD] 1194  x=-535.07  y=51.75  z=-368.28  yaw=122.9
[Ess] [ROAD] 1195  x=-528.19  y=52.26  z=-372.08  yaw=118.5
[Ess] [ROAD] 1196  x=-520.75  y=52.92  z=-376.12  yaw=118.2
[Ess] [ROAD] 1197  x=-512.67  y=53.73  z=-380.35  yaw=114.5
[Ess] [ROAD] 1198  x=-503.73  y=54.70  z=-384.32  yaw=109.4
[Ess] [ROAD] 1199  x=-494.12  y=55.79  z=-387.64  yaw=104.5
[Ess] [ROAD] 1200  x=-484.14  y=56.97  z=-390.20  yaw=101.1
[Ess] [ROAD] 1201  x=-473.90  y=58.21  z=-392.14  yaw=97.9
[Ess] [ROAD] 1202  x=-463.58  y=59.46  z=-393.53  yaw=95.1
[Ess] [ROAD] 1203  x=-453.25  y=60.69  z=-394.35  yaw=91.0
[Ess] [ROAD] 1204  x=-442.91  y=61.87  z=-394.23  yaw=82.6
[Ess] [ROAD] 1205  x=-432.78  y=63.02  z=-392.94  yaw=76.2
[Ess] [ROAD] 1206  x=-422.81  y=64.29  z=-390.54  yaw=70.9
[Ess] [ROAD] 1207  x=-413.04  y=65.60  z=-387.14  yaw=67.3
[Ess] [ROAD] 1208  x=-403.46  y=66.87  z=-383.21  yaw=65.1
[Ess] [ROAD] 1209  x=-394.03  y=68.04  z=-378.85  yaw=63.5
[Ess] [ROAD] 1210  x=-384.76  y=69.05  z=-374.11  yaw=59.8
[Ess] [ROAD] 1211  x=-375.68  y=69.83  z=-368.93  yaw=58.8
[Ess] [ROAD] 1212  x=-366.92  y=70.32  z=-363.37  yaw=53.8
[Ess] [ROAD] 1213  x=-358.76  y=70.50  z=-357.57  yaw=53.4
[Ess] [ROAD] 1214  x=-350.56  y=70.43  z=-351.53  yaw=53.5
[Ess] [ROAD] 1215  x=-342.26  y=70.15  z=-345.32  yaw=51.0
[Ess] [ROAD] 1216  x=-334.22  y=69.69  z=-338.71  yaw=48.5
[Ess] [ROAD] 1217  x=-326.36  y=69.08  z=-331.85  yaw=48.4
[Ess] [ROAD] 1218  x=-318.35  y=68.34  z=-325.19  yaw=53.7
[Ess] [ROAD] 1219  x=-310.06  y=67.52  z=-318.94  yaw=54.2
[Ess] [ROAD] 1220  x=-301.56  y=66.63  z=-312.97  yaw=58.2
[Ess] [ROAD] 1221  x=-292.87  y=65.63  z=-307.54  yaw=62.2
[Ess] [ROAD] 1222  x=-283.85  y=64.26  z=-302.88  yaw=66.1
[Ess] [ROAD] 1223  x=-274.60  y=62.89  z=-298.62  yaw=66.2
[Ess] [ROAD] 1224  x=-265.55  y=61.49  z=-294.59  yaw=66.1
[Ess] [ROAD] 1225  x=-257.91  y=60.28  z=-291.22  yaw=66.0
[Ess] [ROAD] 1226  x=-250.90  y=59.25  z=-288.14  yaw=67.4
[Ess] [ROAD] 1227  x=-243.86  y=58.36  z=-285.28  yaw=69.4
[Ess] [ROAD] 1228  x=-236.79  y=57.63  z=-282.73  yaw=75.2
[Ess] [ROAD] 1229  x=-229.60  y=57.16  z=-281.24  yaw=92.2
[Ess] [ROAD] 1230  x=-222.28  y=57.14  z=-281.89  yaw=115.0
[Ess] [ROAD] 1231  x=-215.84  y=57.14  z=-285.01  yaw=136.6
[Ess] [ROAD] 1232  x=-210.96  y=57.21  z=-290.25  yaw=155.4
[Ess] [ROAD] 1233  x=-207.37  y=57.48  z=-296.86  yaw=153.5
[Ess] [ROAD] 1234  x=-203.59  y=57.82  z=-303.92  yaw=148.2
[Ess] [ROAD] 1235  x=-199.03  y=58.25  z=-311.31  yaw=146.3
[Ess] [ROAD] 1236  x=-193.82  y=58.79  z=-319.14  yaw=144.0
[Ess] [ROAD] 1237  x=-187.96  y=59.38  z=-327.18  yaw=141.2
[Ess] [ROAD] 1238  x=-181.45  y=60.03  z=-335.22  yaw=138.4
[Ess] [ROAD] 1239  x=-174.46  y=60.67  z=-342.94  yaw=135.3
[Ess] [ROAD] 1240  x=-167.06  y=61.29  z=-350.24  yaw=130.6
[Ess] [ROAD] 1241  x=-159.01  y=61.88  z=-356.92  yaw=124.0
[Ess] [ROAD] 1242  x=-150.46  y=62.58  z=-362.92  yaw=123.3
[Ess] [ROAD] 1243  x=-141.77  y=63.37  z=-368.71  yaw=123.4
[Ess] [ROAD] 1244  x=-133.00  y=64.19  z=-374.43  yaw=121.3
[Ess] [ROAD] 1245  x=-124.09  y=64.99  z=-379.85  yaw=120.2
[Ess] [ROAD] 1246  x=-115.10  y=65.74  z=-385.24  yaw=122.9
[Ess] [ROAD] 1247  x=-106.30  y=66.40  z=-391.03  yaw=126.3
[Ess] [ROAD] 1248  x=-97.80  y=66.92  z=-397.20  yaw=126.5
[Ess] [ROAD] 1249  x=-89.40  y=67.26  z=-403.34  yaw=125.7
[Ess] [ROAD] 1250  x=-80.98  y=67.38  z=-409.54  yaw=129.2
[Ess] [ROAD] 1251  x=-73.01  y=67.23  z=-416.31  yaw=135.5
[Ess] [ROAD] 1252  x=-65.67  y=66.66  z=-423.76  yaw=139.3
[Ess] [ROAD] 1253  x=-58.82  y=65.66  z=-431.61  yaw=140.0
[Ess] [ROAD] 1254  x=-51.99  y=64.38  z=-439.62  yaw=139.2
[Ess] [ROAD] 1255  x=-45.14  y=63.00  z=-447.57  yaw=139.2
[Ess] [ROAD] 1256  x=-38.29  y=61.64  z=-455.53  yaw=139.2
[Ess] [ROAD] 1257  x=-31.38  y=60.43  z=-463.56  yaw=139.2
[Ess] [ROAD] 1258  x=-24.53  y=59.45  z=-471.50  yaw=139.2
[Ess] [ROAD] 1259  x=-17.54  y=58.81  z=-479.29  yaw=135.9
[Ess] [ROAD] 1260  x=-10.30  y=58.85  z=-486.88  yaw=135.8
[Ess] [ROAD] 1261  x=-2.97  y=58.77  z=-494.35  yaw=134.3
[Ess] [ROAD] 1262  x=4.49  y=58.09  z=-501.75  yaw=133.9
[Ess] [ROAD] 1263  x=12.01  y=57.28  z=-509.05  yaw=134.0
[Ess] [ROAD] 1264  x=19.49  y=56.34  z=-516.29  yaw=134.0
[Ess] [ROAD] 1265  x=27.00  y=55.30  z=-523.56  yaw=134.0
[Ess] [ROAD] 1266  x=34.38  y=54.19  z=-530.93  yaw=137.3
[Ess] [ROAD] 1267  x=41.58  y=53.04  z=-538.53  yaw=134.8
[Ess] [ROAD] 1268  x=48.78  y=51.95  z=-545.50  yaw=131.1
